part,model,source,target,source_risk,target_risk,tv,abs_gap_over_tv,model_arm_loss_disagreement,bound_holds,treatment,empirical_risk,population_risk,absolute_gap,hoeffding_radius
step2_trained_tv,agg-alpha-2,2,3,0.0002635913972340857,0.00036426264331067043,0.2664548458966009,0.0003778172835920225,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,3,0,0.00036426264331067043,0.0002685047499502433,0.5798359356089058,0.0001651465310784307,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,3,1,0.00036426264331067043,0.00023237937958908776,0.42847686776670113,0.00030779552793358967,8.673617379884035e-18,True,,,,,
step2_trained_tv,agg-alpha-2,3,2,0.00036426264331067043,0.0002635913972340857,0.2664548458966009,0.0003778172835920225,8.673617379884035e-18,True,,,,,
step4_finite_class,pair-alpha-0,,,,,,,,True,0,0.0001667013840951435,0.0001677793776379074,1.0779935427638926e-06,0.017407371992647788
step4_finite_class,pair-alpha-0,,,,,,,,True,1,0.0001667013840951436,0.00016777937763790744,1.0779935427638384e-06,0.017407371992647788
step4_finite_class,pair-alpha-0,,,,,,,,True,2,0.00016670138409514342,0.0001677793776379073,1.0779935427638926e-06,0.017407371992647788
step4_finite_class,pair-alpha-0,,,,,,,,True,3,0.00016670138409514328,0.00016777937763790717,1.0779935427638926e-06,0.017407371992647788
step4_finite_class,pair-alpha-0.5,,,,,,,,True,0,0.03697178468637955,0.03740143182226526,0.0004296471358857107,0.017407371992647788
step4_finite_class,pair-alpha-0.5,,,,,,,,True,1,0.03697178468637955,0.03740143182226526,0.0004296471358857107,0.017407371992647788
step4_finite_class,pair-alpha-0.5,,,,,,,,True,2,0.03697178468637955,0.03740143182226526,0.0004296471358857107,0.017407371992647788
step4_finite_class,pair-alpha-0.5,,,,,,,,True,3,0.03697178468637955,0.03740143182226526,0.0004296471358857107,0.017407371992647788
step4_finite_class,pair-alpha-2,,,,,,,,True,0,0.12125874047154597,0.12283257115760647,0.0015738306860604984,0.017407371992647788
step4_finite_class,pair-alpha-2,,,,,,,,True,1,0.12125874047154599,0.12283257115760647,0.0015738306860604845,0.017407371992647788
step4_finite_class,pair-alpha-2,,,,,,,,True,2,0.12125874047154599,0.12283257115760647,0.0015738306860604845,0.017407371992647788
step4_finite_class,pair-alpha-2,,,,,,,,True,3,0.12125874047154599,0.12283257115760647,0.0015738306860604845,0.017407371992647788
step4_finite_class,ova-alpha-0,,,,,,,,True,0,0.00018069267085680027,0.00018342369444208958,2.731023585289305e-06,0.017407371992647788
step4_finite_class,ova-alpha-0,,,,,,,,True,1,0.00018069267085680038,0.00018342369444208966,2.731023585289278e-06,0.017407371992647788
step4_finite_class,ova-alpha-0,,,,,,,,True,2,0.0001806926708568002,0.00018342369444208944,2.731023585289251e-06,0.017407371992647788
step4_finite_class,ova-alpha-0,,,,,,,,True,3,0.00018069267085680008,0.0001834236944420893,2.7310235852892237e-06,0.017407371992647788
step4_finite_class,ova-alpha-0.5,,,,,,,,True,0,0.006790660244799612,0.006862884776388608,7.222453158899599e-05,0.017407371992647788
